benchmark,cache_size,fw_cluster_cache_hits,fw_cluster_cache_misses,fw_cluster_total,rev_cluster_cache_hits,rev_cluster_cache_misses,rev_cluster_total,fw_dram_access,rev_dram_access,total_dram_access,fw_cycles,rev_cycles,total_cycles,fw_bw(MB),rev_bw(MB),total_bw(MB),bin_zero_read_count,bin_zero_bw(MB)
mttkrp_ad_pure,32768,103011,669,103680,0,0,0,669,14688,15357,72305,101587,173892,59.2,925.5,565.3,62208,35.8
mttkrp_ad_total,32768,103011,669,103680,207338,22,207360,669,14710,15379,72305,101587,173892,59.2,926.9,566.1,62208,35.8
mttkrp_orig_pure,32768,154545,11343,165888,260733,8835,269568,11343,8813,20156,129816,167738,297554,559.3,336.3,433.6,0,0.0
mttkrp_orig_total,32768,154545,11343,165888,260733,8835,269568,11343,8835,20178,129816,167738,297554,559.3,337.1,434.0,0,0.0
mttkrp_ad_pure,32768,103011,669,103680,0,0,0,669,7776,8445,72305,101573,173878,59.2,490.0,310.9,62208,35.8
mttkrp_ad_total,32768,103011,669,103680,207338,22,207360,669,7798,8467,72305,101573,173878,59.2,491.4,311.7,62208,35.8
mttkrp_orig_pure,32768,154545,11343,165888,260733,8835,269568,11343,8813,20156,129816,167738,297554,559.3,336.3,433.6,0,0.0
mttkrp_orig_total,32768,154545,11343,165888,260733,8835,269568,11343,8835,20178,129816,167738,297554,559.3,337.1,434.0,0,0.0
mttkrp_ad_pure,32768,103011,669,103680,0,0,0,669,7776,8445,72305,101573,173878,59.2,490.0,310.9,62208,35.8
mttkrp_ad_total,32768,103011,669,103680,207338,22,207360,669,7798,8467,72305,101573,173878,59.2,491.4,311.7,62208,35.8
mttkrp_orig_pure,32768,154545,11343,165888,260733,8835,269568,11343,8813,20156,129816,167738,297554,559.3,336.3,433.6,0,0.0
mttkrp_orig_total,32768,154545,11343,165888,260733,8835,269568,11343,8835,20178,129816,167738,297554,559.3,337.1,434.0,0,0.0
mttkrp_ad_pure,32768,103011,669,103680,0,0,0,669,7776,8445,72305,101573,173878,59.2,490.0,310.9,62208,35.8
mttkrp_ad_total,32768,103011,669,103680,207338,22,207360,669,7798,8467,72305,101573,173878,59.2,491.4,311.7,62208,35.8
mttkrp_orig_pure,32768,154545,11343,165888,260733,8835,269568,11343,8813,20156,129816,167738,297554,559.3,336.3,433.6,0,0.0
mttkrp_orig_total,32768,154545,11343,165888,260733,8835,269568,11343,8835,20178,129816,167738,297554,559.3,337.1,434.0,0,0.0
